disorder_id,orpha_code,disorder_name,gene_symbol,gene_name,gene_type,gene_locus,association_type,association_status,source_of_validation
117,501,Lafora disease,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,gene with protein product,6p22.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301563[PMID]_22047982[PMID]_22669944[PMID]
126,567,22q11.2 deletion syndrome,TBX1,T-box transcription factor 1,gene with protein product,22q11.21,Disease-causing germline mutation(s) in,Assessed,14585638[PMID]
126,567,22q11.2 deletion syndrome,TBX1,T-box transcription factor 1,gene with protein product,22q11.21,Role in the phenotype of,Assessed,
126,567,22q11.2 deletion syndrome,ARVCF,ARVCF delta catenin family member,gene with protein product,22q11.21,Role in the phenotype of,Assessed,
126,567,22q11.2 deletion syndrome,GP1BB,glycoprotein Ib platelet subunit beta,gene with protein product,22q11.21,Role in the phenotype of,Assessed,
126,567,22q11.2 deletion syndrome,UFD1,ubiquitin recognition factor in ER associated degradation 1,gene with protein product,22q11.21,Role in the phenotype of,Assessed,
126,567,22q11.2 deletion syndrome,HIRA,histone cell cycle regulator,gene with protein product,22q11.21,Role in the phenotype of,Assessed,15177686[PMID]
126,567,22q11.2 deletion syndrome,COMT,catechol-O-methyltransferase,gene with protein product,22q11.21,Role in the phenotype of,Assessed,23992923[PMID]
126,567,22q11.2 deletion syndrome,JMJD1C,jumonji domain containing 1C,gene with protein product,10q21.3,Modifying germline mutation in,Assessed,26608785[PMID]
126,567,22q11.2 deletion syndrome,RREB1,ras responsive element binding protein 1,gene with protein product,6p24.3,Modifying germline mutation in,Assessed,26608785[PMID]
126,567,22q11.2 deletion syndrome,SEC24C,"SEC24 homolog C, COPII coat complex component",gene with protein product,10q22.2,Modifying germline mutation in,Assessed,26608785[PMID]
125,232,Sickle cell anemia,HBB,hemoglobin subunit beta,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,20301551[PMID]_24361300[PMID]
124,536,Systemic lupus erythematosus,BANK1,B cell scaffold protein with ankyrin repeats 1,gene with protein product,4q24,Major susceptibility factor in,Assessed,22039224[PMID]_21978998[PMID]_21900951[PMID]
124,536,Systemic lupus erythematosus,PXK,PX domain containing serine/threonine kinase like,gene with protein product,3p14.3,Major susceptibility factor in,Assessed,22592861[PMID]
124,536,Systemic lupus erythematosus,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),gene with protein product,14q32.33,Modifying germline mutation in,Assessed,30287618[PMID]
124,536,Systemic lupus erythematosus,CTLA4,cytotoxic T-lymphocyte associated protein 4,gene with protein product,2q33.2,Major susceptibility factor in,Assessed,23922195[PMID]
124,536,Systemic lupus erythematosus,TREX1,three prime repair exonuclease 1,gene with protein product,3p21.31,Major susceptibility factor in,Assessed,17660818[PMID]_23732569[PMID]
124,536,Systemic lupus erythematosus,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",gene with protein product,6p21.32,Major susceptibility factor in,Assessed,22654485[PMID]_19838195[PMID]_23917156[PMID]_23407388[PMID]_22893315[PMID]_23793423[PMID]_21695597[PMID]
124,536,Systemic lupus erythematosus,IL10,interleukin 10,gene with protein product,1q32.1,Major susceptibility factor in,Assessed,23936042[PMID]_22654485[PMID]_19838195[PMID]_20576226[PMID]
124,536,Systemic lupus erythematosus,MECP2,methyl-CpG binding protein 2,gene with protein product,Xq28,Major susceptibility factor in,Assessed,23857988[PMID]_23428850[PMID]_22904263[PMID]_19440199[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,FCGR3B,Fc fragment of IgG receptor IIIb,gene with protein product,1q23.3,Major susceptibility factor in,Assessed,23917156[PMID]_21296850[PMID]_20442749[PMID]
124,536,Systemic lupus erythematosus,C4A,complement C4A (Chido/Rodgers blood group),gene with protein product,6p21.33,Major susceptibility factor in,Assessed,22654485[PMID]_23914156[PMID]_10092831[PMID]_17503323[PMID]_15998580[PMID]_12133986[PMID]
124,536,Systemic lupus erythematosus,C4B,complement C4B (Chido/Rodgers blood group),gene with protein product,6p21.33,Major susceptibility factor in,Assessed,3265961[PMID]_22654485[PMID]_23914156[PMID]_10092831[PMID]_17503323[PMID]_15998580[PMID]_12133986[PMID]
124,536,Systemic lupus erythematosus,CR2,complement C3d receptor 2,gene with protein product,1q32.2,Major susceptibility factor in,Assessed,17360460[PMID]_22673213[PMID]
124,536,Systemic lupus erythematosus,IRF5,interferon regulatory factor 5,gene with protein product,7q32.1,Major susceptibility factor in,Assessed,15657875[PMID]_23943494[PMID]_23917156[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,PDCD1,programmed cell death 1,gene with protein product,2q37.3,Major susceptibility factor in,Assessed,12402038[PMID]
124,536,Systemic lupus erythematosus,PTPN22,protein tyrosine phosphatase non-receptor type 22,gene with protein product,1p13.2,Major susceptibility factor in,Assessed,15273934[PMID]_19838195[PMID]_23966601[PMID]_23950893[PMID]_23943494[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,STAT4,signal transducer and activator of transcription 4,gene with protein product,2q32.2-q32.3,Major susceptibility factor in,Assessed,17804842[PMID]_23943494[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,FCGR2B,Fc fragment of IgG receptor IIb,gene with protein product,1q23.3,Major susceptibility factor in,Assessed,23943494[PMID]_12115230[PMID]_20385827[PMID]
124,536,Systemic lupus erythematosus,DNASE1,deoxyribonuclease 1,gene with protein product,16p13.3,Major susceptibility factor in,Assessed,11479590[PMID]
124,536,Systemic lupus erythematosus,BLK,"BLK proto-oncogene, Src family tyrosine kinase",gene with protein product,8p23.1,Major susceptibility factor in,Assessed,22696686[PMID]_22654485[PMID]_24091983[PMID]
124,536,Systemic lupus erythematosus,ITGAM,integrin subunit alpha M,gene with protein product,16p11.2,Major susceptibility factor in,Assessed,19286673[PMID]_23917156[PMID]_23943494[PMID]
124,536,Systemic lupus erythematosus,KIAA0319L,KIAA0319 like,gene with protein product,1p34.3,Major susceptibility factor in,Assessed,23740937[PMID]
124,536,Systemic lupus erythematosus,JAZF1,JAZF zinc finger 1,gene with protein product,7p15.2-p15.1,Major susceptibility factor in,Assessed,19838195[PMID]
124,536,Systemic lupus erythematosus,TNIP1,TNFAIP3 interacting protein 1,gene with protein product,5q33.1,Major susceptibility factor in,Assessed,23917156[PMID]_23858047[PMID]_22833143[PMID]_22087647[PMID]_19838195[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,TNFAIP3,TNF alpha induced protein 3,gene with protein product,6q23.3,Major susceptibility factor in,Assessed,23943494[PMID]_21336280[PMID]_20617138[PMID]_24039598[PMID]_24091983[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,UBE2L3,ubiquitin conjugating enzyme E2 L3,gene with protein product,22q11.21,Major susceptibility factor in,Assessed,23917156[PMID]_22045845[PMID]_22476155[PMID]_24091983[PMID]_23943494[PMID]
124,536,Systemic lupus erythematosus,TNFSF4,TNF superfamily member 4,gene with protein product,1q25.1,Major susceptibility factor in,Assessed,24091983[PMID]_22850862[PMID]_22820624[PMID]_21905002[PMID]_23943494[PMID]_19838193[PMID]_22654485[PMID]
124,536,Systemic lupus erythematosus,SPP1,secreted phosphoprotein 1,gene with protein product,4q22.1,Major susceptibility factor in,Assessed,19440199[PMID]_11933203[PMID]_24023622[PMID]_18335026[PMID]_15692970[PMID]
124,536,Systemic lupus erythematosus,IRAK1,interleukin 1 receptor associated kinase 1,gene with protein product,Xq28,Major susceptibility factor in,Assessed,23435933[PMID]_22904263[PMID]_18050247[PMID]_19440199[PMID]_22654485[PMID]_23943494[PMID]
124,536,Systemic lupus erythematosus,ETS1,"ETS proto-oncogene 1, transcription factor",gene with protein product,11q24.3,Major susceptibility factor in,Assessed,23236436[PMID]_22087647[PMID]
124,536,Systemic lupus erythematosus,TLR7,toll like receptor 7,gene with protein product,Xp22.2,Disease-causing germline mutation(s) in,Assessed,35477763[PMID]
17597,166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A1,collagen type IX alpha 1 chain,gene with protein product,6q13,Disease-causing germline mutation(s) in,Assessed,20301302[PMID]
17597,166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A2,collagen type IX alpha 2 chain,gene with protein product,1p34.2,Disease-causing germline mutation(s) in,Assessed,20301302[PMID]
17597,166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A3,collagen type IX alpha 3 chain,gene with protein product,20q13.33,Disease-causing germline mutation(s) in,Assessed,20301302[PMID]
123,534,Oculocerebrorenal syndrome of Lowe,OCRL,OCRL inositol polyphosphate-5-phosphatase,gene with protein product,Xq26.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301653[PMID]
17595,165991,Exercise-induced hyperinsulinism,SLC16A1,solute carrier family 16 member 1,gene with protein product,1p13.2,Disease-causing germline mutation(s) in,Assessed,17701893[PMID]
121,652,Multiple endocrine neoplasia type 1,CDKN1B,cyclin dependent kinase inhibitor 1B,gene with protein product,12p13.1,Candidate gene tested in,Not yet assessed,22026581[PMID]_25824098[PMID]
121,652,Multiple endocrine neoplasia type 1,CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product,6p21.2,Candidate gene tested in,Not yet assessed,19141585[PMID]
121,652,Multiple endocrine neoplasia type 1,CDKN2B,cyclin dependent kinase inhibitor 2B,gene with protein product,9p21.3,Candidate gene tested in,Not yet assessed,19141585[PMID]
121,652,Multiple endocrine neoplasia type 1,CDKN2C,cyclin dependent kinase inhibitor 2C,gene with protein product,1p32.3,Candidate gene tested in,Not yet assessed,19141585[PMID]
121,652,Multiple endocrine neoplasia type 1,MEN1,menin 1,gene with protein product,11q13,Disease-causing germline mutation(s) in,Assessed,20301710[PMID]
120,908,Fragile X syndrome,FMR1,fragile X messenger ribonucleoprotein 1,gene with protein product,Xq27.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,20301558[PMID]
142,47,X-linked agammaglobulinemia,BTK,Bruton tyrosine kinase,gene with protein product,Xq22.1,Disease-causing germline mutation(s) in,Assessed,20301626[PMID]
134,905,Wilson disease,ATP7B,ATPase copper transporting beta,gene with protein product,13q14.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,23333878[PMID]_22240481[PMID]
155,792,X-linked retinoschisis,RS1,retinoschisin 1,gene with protein product,Xp22.13,Disease-causing germline mutation(s) in,Assessed,
158,827,Stargardt disease,CNGB3,cyclic nucleotide gated channel subunit beta 3,gene with protein product,8q21.3,Candidate gene tested in,Not yet assessed,15712225[PMID]
158,827,Stargardt disease,PRPH2,peripherin 2,gene with protein product,6p21.1,Candidate gene tested in,Not yet assessed,
158,827,Stargardt disease,ABCA4,ATP binding cassette subfamily A member 4,gene with protein product,1p22.1,Disease-causing germline mutation(s) in,Assessed,20633576[PMID]
158,827,Stargardt disease,ELOVL4,ELOVL fatty acid elongase 4,gene with protein product,6q14.1,Disease-causing germline mutation(s) in,Assessed,20633576[PMID]
158,827,Stargardt disease,PROM1,prominin 1,gene with protein product,4p15.32,Disease-causing germline mutation(s) in,Assessed,18654668[PMID]
144,906,Wiskott-Aldrich syndrome,WAS,WASP actin nucleation promoting factor,gene with protein product,Xp11.23,Disease-causing germline mutation(s) in,Assessed,
144,906,Wiskott-Aldrich syndrome,WIPF1,WAS/WASL interacting protein family member 1,gene with protein product,2q31.1,Disease-causing germline mutation(s) in,Assessed,22231303[PMID]
145,904,Williams syndrome,STX1A,syntaxin 1A,gene with protein product,7q11.23,Role in the phenotype of,Assessed,9311751[PMID]
145,904,Williams syndrome,TBL2,transducin beta like 2,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,GTF2IRD2,GTF2I repeat domain containing 2,gene with protein product,7q11.23,Role in the phenotype of,Assessed,15243160[PMID]
145,904,Williams syndrome,VPS37D,VPS37D subunit of ESCRT-I,gene with protein product,7q11.23,Role in the phenotype of,Assessed,19897463[PMID]
145,904,Williams syndrome,FKBP6,FKBP prolyl isomerase family member 6 (inactive),gene with protein product,7q11.23,Role in the phenotype of,Assessed,9782077[PMID]
145,904,Williams syndrome,RFC2,replication factor C subunit 2,gene with protein product,7q11.23,Candidate gene tested in,Assessed,20301427[PMID]
145,904,Williams syndrome,NCF1,neutrophil cytosolic factor 1,gene with protein product,7q11.23,Role in the phenotype of,Assessed,9311751[PMID]
145,904,Williams syndrome,TMEM270,transmembrane protein 270,gene with protein product,7q11.23,Role in the phenotype of,Assessed,18398435[PMID]
145,904,Williams syndrome,EIF4H,eukaryotic translation initiation factor 4H,gene with protein product,7q11.23,Role in the phenotype of,Assessed,8812460[PMID]
145,904,Williams syndrome,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,gene with protein product,7q11.23,Candidate gene tested in,Not yet assessed,
145,904,Williams syndrome,METTL27,methyltransferase like 27,gene with protein product,7q11.23,Role in the phenotype of,Assessed,18398435[PMID]
145,904,Williams syndrome,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,gene with protein product,7q11.23,Role in the phenotype of,Assessed,11978965[PMID]
145,904,Williams syndrome,BAZ1B,bromodomain adjacent to zinc finger domain 1B,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,CLIP2,CAP-Gly domain containing linker protein 2,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,ELN,elastin,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,GTF2I,general transcription factor IIi,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,GTF2IRD1,GTF2I repeat domain containing 1,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
145,904,Williams syndrome,LIMK1,LIM domain kinase 1,gene with protein product,7q11.23,Role in the phenotype of,Assessed,20301427[PMID]
147,280,Wolf-Hirschhorn syndrome,PIGG,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),gene with protein product,4p16.3,Role in the phenotype of,Assessed,26239400[PMID]
147,280,Wolf-Hirschhorn syndrome,CPLX1,complexin 1,gene with protein product,4p16.3,Role in the phenotype of,Assessed,26239400[PMID]
147,280,Wolf-Hirschhorn syndrome,CTBP1,C-terminal binding protein 1,gene with protein product,4p16.3,Role in the phenotype of,Assessed,26239400[PMID]
147,280,Wolf-Hirschhorn syndrome,NSD2,nuclear receptor binding SET domain protein 2,gene with protein product,4p16.3,Role in the phenotype of,Assessed,
147,280,Wolf-Hirschhorn syndrome,NELFA,negative elongation factor complex member A,gene with protein product,4p16.3,Candidate gene tested in,Not yet assessed,
147,280,Wolf-Hirschhorn syndrome,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,gene with protein product,4p16.3,Role in the phenotype of,Assessed,
148,15,Achondroplasia,FGFR3,fibroblast growth factor receptor 3,gene with protein product,4p16.3,Disease-causing germline mutation(s) (gain of function) in,Assessed,23149434[PMID]
149,96,Ataxia with vitamin E deficiency,TTPA,alpha tocopherol transfer protein,gene with protein product,8q12.3,Disease-causing germline mutation(s) in,Assessed,
150,101,Dentatorubral pallidoluysian atrophy,ATN1,atrophin 1,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,
170,276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,IL2RG,interleukin 2 receptor subunit gamma,gene with protein product,Xq13.1,Disease-causing germline mutation(s) in,Assessed,
